,0,1
587,CTriad_g3.g7.g5,4077
588,CTriad_g3.g7.g6,3637
589,CTriad_g3.g7.g7,4077
590,CTriad_g4.g1.g1,2662
591,CTriad_g4.g1.g2,2116
592,CTriad_g4.g1.g3,1318
593,CTriad_g4.g1.g4,1356
594,CTriad_g4.g1.g5,1515
595,CTriad_g4.g1.g6,1321
596,CTriad_g4.g1.g7,2155
597,CTriad_g4.g2.g1,2379
598,CTriad_g4.g2.g2,1801
599,CTriad_g4.g2.g3,937
600,CTriad_g4.g2.g4,1409
601,CTriad_g4.g2.g5,1896
602,CTriad_g4.g2.g6,1299
603,CTriad_g4.g2.g7,4077
604,CTriad_g4.g3.g1,2232
605,CTriad_g4.g3.g2,1722
606,CTriad_g4.g3.g3,2544
607,CTriad_g4.g3.g4,1914
608,CTriad_g4.g3.g5,2520
609,CTriad_g4.g3.g6,2598
610,CTriad_g4.g3.g7,4077
611,CTriad_g4.g4.g1,2440
612,CTriad_g4.g4.g2,3637
613,CTriad_g4.g4.g3,2210
614,CTriad_g4.g4.g4,3637
615,CTriad_g4.g4.g5,3281
616,CTriad_g4.g4.g6,3808
617,CTriad_g4.g4.g7,4077
618,CTriad_g4.g5.g1,2136
619,CTriad_g4.g5.g2,2331
620,CTriad_g4.g5.g3,4077
621,CTriad_g4.g5.g4,3431
622,CTriad_g4.g5.g5,2927
623,CTriad_g4.g5.g6,3007
624,CTriad_g4.g5.g7,4077
625,CTriad_g4.g6.g1,3281
626,CTriad_g4.g6.g2,2482
627,CTriad_g4.g6.g3,4077
628,CTriad_g4.g6.g4,2673
629,CTriad_g4.g6.g5,3637
630,CTriad_g4.g6.g6,3281
631,CTriad_g4.g6.g7,3637
632,CTriad_g4.g7.g1,3281
633,CTriad_g4.g7.g2,1792
634,CTriad_g4.g7.g3,4077
635,CTriad_g4.g7.g4,3431
636,CTriad_g4.g7.g5,4077
637,CTriad_g4.g7.g6,4077
638,CTriad_g4.g7.g7,4077
639,CTriad_g5.g1.g1,3281
640,CTriad_g5.g1.g2,1704
641,CTriad_g5.g1.g3,3637
642,CTriad_g5.g1.g4,2067
643,CTriad_g5.g1.g5,2787
644,CTriad_g5.g1.g6,3384
645,CTriad_g5.g1.g7,3637
646,CTriad_g5.g2.g1,895
647,CTriad_g5.g2.g2,1072
648,CTriad_g5.g2.g3,1287
649,CTriad_g5.g2.g4,2353
650,CTriad_g5.g2.g5,1349
651,CTriad_g5.g2.g6,1488
652,CTriad_g5.g2.g7,2655
653,CTriad_g5.g3.g1,2711
654,CTriad_g5.g3.g2,4077
655,CTriad_g5.g3.g3,1067
656,CTriad_g5.g3.g4,3637
657,CTriad_g5.g3.g5,2683
658,CTriad_g5.g3.g6,2936
659,CTriad_g5.g3.g7,2581
660,CTriad_g5.g4.g1,1363
661,CTriad_g5.g4.g2,2864
662,CTriad_g5.g4.g3,4077
663,CTriad_g5.g4.g4,2863
664,CTriad_g5.g4.g5,3384
665,CTriad_g5.g4.g6,3281
666,CTriad_g5.g4.g7,4077
667,CTriad_g5.g5.g1,2935
668,CTriad_g5.g5.g2,1078
669,CTriad_g5.g5.g3,4077
670,CTriad_g5.g5.g4,2937
671,CTriad_g5.g5.g5,3637
672,CTriad_g5.g5.g6,3281
673,CTriad_g5.g5.g7,4077
674,CTriad_g5.g6.g1,3007
675,CTriad_g5.g6.g2,2785
676,CTriad_g5.g6.g3,2799
677,CTriad_g5.g6.g4,3637
678,CTriad_g5.g6.g5,3637
679,CTriad_g5.g6.g6,4077
680,CTriad_g5.g6.g7,4077
681,CTriad_g5.g7.g1,3637
682,CTriad_g5.g7.g2,4077
683,CTriad_g5.g7.g3,2088
684,CTriad_g5.g7.g4,3486
685,CTriad_g5.g7.g5,3431
686,CTriad_g5.g7.g6,4077
687,CTriad_g5.g7.g7,4077
688,CTriad_g6.g1.g1,3281
689,CTriad_g6.g1.g2,1980
690,CTriad_g6.g1.g3,996
691,CTriad_g6.g1.g4,2526
692,CTriad_g6.g1.g5,1418
693,CTriad_g6.g1.g6,3637
694,CTriad_g6.g1.g7,2688
695,CTriad_g6.g2.g1,1193
696,CTriad_g6.g2.g2,2704
697,CTriad_g6.g2.g3,2246
698,CTriad_g6.g2.g4,2706
699,CTriad_g6.g2.g5,2037
700,CTriad_g6.g2.g6,3007
701,CTriad_g6.g2.g7,4077
702,CTriad_g6.g3.g1,2703
703,CTriad_g6.g3.g2,3007
704,CTriad_g6.g3.g3,1641
705,CTriad_g6.g3.g4,4077
706,CTriad_g6.g3.g5,1574
707,CTriad_g6.g3.g6,1457
708,CTriad_g6.g3.g7,4077
709,CTriad_g6.g4.g1,3431
710,CTriad_g6.g4.g2,2547
711,CTriad_g6.g4.g3,3281
712,CTriad_g6.g4.g4,2322
713,CTriad_g6.g4.g5,4077
714,CTriad_g6.g4.g6,3431
715,CTriad_g6.g4.g7,4077
716,CTriad_g6.g5.g1,1596
717,CTriad_g6.g5.g2,4077
718,CTriad_g6.g5.g3,1336
719,CTriad_g6.g5.g4,3007
720,CTriad_g6.g5.g5,2741
721,CTriad_g6.g5.g6,4077
722,CTriad_g6.g5.g7,3637
723,CTriad_g6.g6.g1,3281
724,CTriad_g6.g6.g2,1367
725,CTriad_g6.g6.g3,1447
726,CTriad_g6.g6.g4,2883
727,CTriad_g6.g6.g5,4077
728,CTriad_g6.g6.g6,2829
729,CTriad_g6.g6.g7,4077
730,CTriad_g6.g7.g1,4077
731,CTriad_g6.g7.g2,4077
732,CTriad_g6.g7.g3,3114
733,CTriad_g6.g7.g4,3637
734,CTriad_g6.g7.g5,3114
735,CTriad_g6.g7.g6,4077
736,CTriad_g6.g7.g7,4077
737,CTriad_g7.g1.g1,2850
738,CTriad_g7.g1.g2,4077
739,CTriad_g7.g1.g3,3114
740,CTriad_g7.g1.g4,4077
741,CTriad_g7.g1.g5,3007
742,CTriad_g7.g1.g6,4077
743,CTriad_g7.g1.g7,4077
744,CTriad_g7.g2.g1,3168
745,CTriad_g7.g2.g2,4077
746,CTriad_g7.g2.g3,3637
747,CTriad_g7.g2.g4,3007
748,CTriad_g7.g2.g5,3007
749,CTriad_g7.g2.g6,1428
750,CTriad_g7.g2.g7,4077
751,CTriad_g7.g3.g1,1209
752,CTriad_g7.g3.g2,4077
753,CTriad_g7.g3.g3,3637
754,CTriad_g7.g3.g4,4077
755,CTriad_g7.g3.g5,4077
756,CTriad_g7.g3.g6,3281
757,CTriad_g7.g3.g7,4077
758,CTriad_g7.g4.g1,3281
759,CTriad_g7.g4.g2,1110
760,CTriad_g7.g4.g3,1946
761,CTriad_g7.g4.g4,3637
762,CTriad_g7.g4.g5,4077
763,CTriad_g7.g4.g6,4077
764,CTriad_g7.g4.g7,4077
765,CTriad_g7.g5.g1,4077
766,CTriad_g7.g5.g2,3168
767,CTriad_g7.g5.g3,3168
768,CTriad_g7.g5.g4,3007
769,CTriad_g7.g5.g5,4077
770,CTriad_g7.g5.g6,4077
771,CTriad_g7.g5.g7,4077
772,CTriad_g7.g6.g1,4077
773,CTriad_g7.g6.g2,4077
774,CTriad_g7.g6.g3,3007
775,CTriad_g7.g6.g4,4077
776,CTriad_g7.g6.g5,3637
777,CTriad_g7.g6.g6,4077
778,CTriad_g7.g6.g7,4077
779,CTriad_g7.g7.g1,4077
780,CTriad_g7.g7.g2,4077
781,CTriad_g7.g7.g3,4077
782,CTriad_g7.g7.g4,4077
783,CTriad_g7.g7.g5,3281
784,CTriad_g7.g7.g6,4077
785,CTriad_g7.g7.g7,4077
786,DDE_AA,816
787,DDE_AC,1077
788,DDE_AD,1199
789,DDE_AE,2284
790,DDE_AF,1124
791,DDE_AG,1993
792,DDE_AH,1718
793,DDE_AI,1898
794,DDE_AK,1097
795,DDE_AL,1396
796,DDE_AM,1303
797,DDE_AN,1400
798,DDE_AP,1064
799,DDE_AQ,1327
800,DDE_AR,785
801,DDE_AS,913
802,DDE_AT,1422
803,DDE_AV,1280
804,DDE_AW,2367
805,DDE_AY,1024
806,DDE_CA,1922
807,DDE_CC,2468
808,DDE_CD,2560
809,DDE_CE,2181
810,DDE_CF,2032
811,DDE_CG,440
812,DDE_CH,1129
813,DDE_CI,2009
814,DDE_CK,1061
815,DDE_CL,834
816,DDE_CM,1652
817,DDE_CN,1027
818,DDE_CP,999
819,DDE_CQ,1391
820,DDE_CR,3637
821,DDE_CS,272
822,DDE_CT,2174
823,DDE_CV,2510
824,DDE_CW,2429
825,DDE_CY,1256
826,DDE_DA,1165
827,DDE_DC,2201
828,DDE_DD,1839
829,DDE_DE,1506
830,DDE_DF,1364
831,DDE_DG,2158
832,DDE_DH,2189
833,DDE_DI,1807
834,DDE_DK,2341
835,DDE_DL,988
836,DDE_DM,1959
837,DDE_DN,1655
838,DDE_DP,1035
839,DDE_DQ,2085
840,DDE_DR,1507
841,DDE_DS,1202
842,DDE_DT,1777
843,DDE_DV,1250
844,DDE_DW,1765
845,DDE_DY,1823
846,DDE_EA,2344
847,DDE_EC,2172
848,DDE_ED,1312
849,DDE_EE,1026
850,DDE_EF,1790
851,DDE_EG,1371
852,DDE_EH,1306
853,DDE_EI,1399
854,DDE_EK,2939
855,DDE_EL,1579
856,DDE_EM,2164
857,DDE_EN,1877
858,DDE_EP,2090
859,DDE_EQ,1309
860,DDE_ER,1593
861,DDE_ES,962
862,DDE_ET,1677
863,DDE_EV,2207
864,DDE_EW,1316
865,DDE_EY,2203
866,DDE_FA,2467
867,DDE_FC,2096
868,DDE_FD,1273
869,DDE_FE,1034
870,DDE_FF,1435
871,DDE_FG,1155
872,DDE_FH,2320
873,DDE_FI,2496
874,DDE_FK,1461
875,DDE_FL,1561
876,DDE_FM,2876
877,DDE_FN,1291
878,DDE_FP,1701
879,DDE_FQ,1235
880,DDE_FR,2484
881,DDE_FS,2388
882,DDE_FT,1416
883,DDE_FV,1543
884,DDE_FW,2224
885,DDE_FY,1340
886,DDE_GA,972
887,DDE_GC,2441
888,DDE_GD,1642
889,DDE_GE,1160
890,DDE_GF,2016
891,DDE_GG,1109
892,DDE_GH,889
893,DDE_GI,1925
894,DDE_GK,1014
895,DDE_GL,1020
896,DDE_GM,2287
897,DDE_GN,1514
898,DDE_GP,1902
899,DDE_GQ,2046
900,DDE_GR,1375
901,DDE_GS,2002
902,DDE_GT,1288
903,DDE_GV,2051
904,DDE_GW,2272
905,DDE_GY,2311
906,DDE_HA,1955
907,DDE_HC,1760
908,DDE_HD,2548
909,DDE_HE,2300
910,DDE_HF,2575
911,DDE_HG,1236
912,DDE_HH,2433
913,DDE_HI,2535
914,DDE_HK,2296
915,DDE_HL,1295
916,DDE_HM,1741
917,DDE_HN,2405
918,DDE_HP,1819
919,DDE_HQ,1322
920,DDE_HR,957
921,DDE_HS,1842
922,DDE_HT,2102
923,DDE_HV,969
924,DDE_HW,2248
925,DDE_HY,1394
926,DDE_IA,735
927,DDE_IC,2313
928,DDE_ID,2335
929,DDE_IE,1131
930,DDE_IF,1852
931,DDE_IG,1773
932,DDE_IH,1681
933,DDE_II,1504
934,DDE_IK,1028
935,DDE_IL,1258
936,DDE_IM,2076
937,DDE_IN,1052
938,DDE_IP,1179
939,DDE_IQ,1237
940,DDE_IR,1642
941,DDE_IS,1282
942,DDE_IT,1211
943,DDE_IV,930
944,DDE_IW,1269
945,DDE_IY,1275
946,DDE_KA,1880
947,DDE_KC,2546
948,DDE_KD,1302
949,DDE_KE,2473
950,DDE_KF,1291
951,DDE_KG,1719
952,DDE_KH,1771
953,DDE_KI,1184
954,DDE_KK,2399
955,DDE_KL,1231
956,DDE_KM,1439
957,DDE_KN,1600
958,DDE_KP,1170
959,DDE_KQ,1228
960,DDE_KR,773
961,DDE_KS,1156
962,DDE_KT,1221
963,DDE_KV,2163
964,DDE_KW,2500
965,DDE_KY,1606
966,DDE_LA,1012
967,DDE_LC,1616
968,DDE_LD,1024
969,DDE_LE,2217
970,DDE_LF,1951
971,DDE_LG,1595
972,DDE_LH,1167
973,DDE_LI,1019
974,DDE_LK,961
975,DDE_LL,982
976,DDE_LM,1581
977,DDE_LN,1644
978,DDE_LP,1050
979,DDE_LQ,1153
980,DDE_LR,1219
981,DDE_LS,881
982,DDE_LT,2327
983,DDE_LV,1278
984,DDE_LW,1111
985,DDE_LY,1419
986,DDE_MA,2375
987,DDE_MC,2056
988,DDE_MD,2685
989,DDE_ME,2354
990,DDE_MF,1727
991,DDE_MG,1981
992,DDE_MH,3637
993,DDE_MI,1272
994,DDE_MK,1664
995,DDE_ML,1116
996,DDE_MM,1770
997,DDE_MN,1182
998,DDE_MP,1202
999,DDE_MQ,1479
1000,DDE_MR,1537
1001,DDE_MS,1389
1002,DDE_MT,2011
1003,DDE_MV,1099
1004,DDE_MW,2809
1005,DDE_MY,1708
1006,DDE_NA,1407
1007,DDE_NC,1139
1008,DDE_ND,2464
1009,DDE_NE,1045
1010,DDE_NF,3007
1011,DDE_NG,900
1012,DDE_NH,2409
1013,DDE_NI,1942
1014,DDE_NK,1400
1015,DDE_NL,1702
1016,DDE_NM,1826
1017,DDE_NN,2105
1018,DDE_NP,1335
1019,DDE_NQ,2565
1020,DDE_NR,1345
1021,DDE_NS,1468
1022,DDE_NT,1898
1023,DDE_NV,1195
1024,DDE_NW,1603
1025,DDE_NY,2098
1026,DDE_PA,1815
1027,DDE_PC,1028
1028,DDE_PD,1696
1029,DDE_PE,1089
1030,DDE_PF,593
1031,DDE_PG,1379
1032,DDE_PH,1797
1033,DDE_PI,1307
1034,DDE_PK,1944
1035,DDE_PL,1389
1036,DDE_PM,1613
1037,DDE_PN,1622
1038,DDE_PP,2508
1039,DDE_PQ,1397
1040,DDE_PR,1318
1041,DDE_PS,2131
1042,DDE_PT,1369
1043,DDE_PV,840
1044,DDE_PW,811
1045,DDE_PY,2053
1046,DDE_QA,2298
1047,DDE_QC,1313
1048,DDE_QD,757
1049,DDE_QE,2470
1050,DDE_QF,2541
1051,DDE_QG,1348
1052,DDE_QH,2142
1053,DDE_QI,1149
1054,DDE_QK,1510
1055,DDE_QL,1527
1056,DDE_QM,1512
1057,DDE_QN,1709
1058,DDE_QP,2286
1059,DDE_QQ,2088
1060,DDE_QR,1498
1061,DDE_QS,1554
1062,DDE_QT,1344
1063,DDE_QV,790
1064,DDE_QW,2930
1065,DDE_QY,2261
1066,DDE_RA,2343
1067,DDE_RC,1324
1068,DDE_RD,1141
1069,DDE_RE,1567
1070,DDE_RF,2209
1071,DDE_RG,1100
1072,DDE_RH,1297
1073,DDE_RI,1003
1074,DDE_RK,2148
1075,DDE_RL,1016
1076,DDE_RM,2186
1077,DDE_RN,2184
1078,DDE_RP,1171
1079,DDE_RQ,1538
1080,DDE_RR,906
1081,DDE_RS,1832
1082,DDE_RT,984
1083,DDE_RV,1176
1084,DDE_RW,2494
1085,DDE_RY,1123
1086,DDE_SA,1397
1087,DDE_SC,1135
1088,DDE_SD,1096
1089,DDE_SE,1138
1090,DDE_SF,1493
1091,DDE_SG,1092
1092,DDE_SH,2479
1093,DDE_SI,1744
1094,DDE_SK,1267
1095,DDE_SL,865
1096,DDE_SM,1884
1097,DDE_SN,2234
1098,DDE_SP,8
1099,DDE_SQ,2475
1100,DDE_SR,1070
1101,DDE_SS,1220
1102,DDE_ST,985
1103,DDE_SV,1291
1104,DDE_SW,1186
1105,DDE_SY,2341
1106,DDE_TA,1340
1107,DDE_TC,639
1108,DDE_TD,1369
1109,DDE_TE,1886
1110,DDE_TF,2145
1111,DDE_TG,1035
1112,DDE_TH,1977
1113,DDE_TI,1519
1114,DDE_TK,1735
1115,DDE_TL,1330
1116,DDE_TM,1127
1117,DDE_TN,2257
1118,DDE_TP,1114
1119,DDE_TQ,2298
1120,DDE_TR,1225
1121,DDE_TS,977
1122,DDE_TT,1553
1123,DDE_TV,1059
1124,DDE_TW,2166
1125,DDE_TY,1707
1126,DDE_VA,1173
1127,DDE_VC,1767
1128,DDE_VD,2486
1129,DDE_VE,1223
1130,DDE_VF,1745
1131,DDE_VG,1552
1132,DDE_VH,2508
1133,DDE_VI,1278
1134,DDE_VK,1607
1135,DDE_VL,1189
1136,DDE_VM,2313
1137,DDE_VN,1133
1138,DDE_VP,1499
1139,DDE_VQ,1122
1140,DDE_VR,1683
1141,DDE_VS,1659
1142,DDE_VT,1996
1143,DDE_VV,1129
1144,DDE_VW,2844
1145,DDE_VY,1531
1146,DDE_WA,1504
1147,DDE_WC,2475
1148,DDE_WD,2425
1149,DDE_WE,1416
1150,DDE_WF,2537
1151,DDE_WG,1992
1152,DDE_WH,2414
1153,DDE_WI,2862
1154,DDE_WK,2376
1155,DDE_WL,1360
1156,DDE_WM,2328
1157,DDE_WN,2281
1158,DDE_WP,1786
1159,DDE_WQ,1605
1160,DDE_WR,2293
1161,DDE_WS,1295
1162,DDE_WT,1579
1163,DDE_WV,2449
1164,DDE_WW,2886
1165,DDE_WY,2513
1166,DDE_YA,1477
1167,DDE_YC,2424
1168,DDE_YD,1738
1169,DDE_YE,2149
1170,DDE_YF,2381
1171,DDE_YG,1597
1172,DDE_YH,2334
1173,DDE_YI,1089
1174,DDE_YK,2392
1175,DDE_YL,1231
1176,DDE_YM,2116
1177,DDE_YN,2133
1178,DDE_YP,1403
1179,DDE_YQ,1794
1180,DDE_YR,2365
1181,DDE_YS,2331
1182,DDE_YT,2934
1183,DDE_YV,1424
1184,DDE_YW,2462
1185,DDE_YY,2194
1186,DPC_AA,1472
1187,DPC_AC,2321
1188,DPC_AD,2216
1189,DPC_AE,2082
1190,DPC_AF,2483
1191,DPC_AG,3431
1192,DPC_AH,4077
1193,DPC_AI,3637
1194,DPC_AK,2184
1195,DPC_AL,1020
1196,DPC_AM,2630
1197,DPC_AN,1885
1198,DPC_AP,1502
1199,DPC_AQ,2923
1200,DPC_AR,1015
1201,DPC_AS,1289
1202,DPC_AT,2260
1203,DPC_AV,3007
1204,DPC_AW,3281
1205,DPC_AY,946
1206,DPC_CA,3637
1207,DPC_CC,3007
1208,DPC_CD,3637
1209,DPC_CE,2938
1210,DPC_CF,4077
1211,DPC_CG,621
1212,DPC_CH,2533
1213,DPC_CI,3637
1214,DPC_CK,1187
1215,DPC_CL,1150
1216,DPC_CM,3637
1217,DPC_CN,1334
1218,DPC_CP,3431
1219,DPC_CQ,2656
1220,DPC_CR,3637
1221,DPC_CS,455
1222,DPC_CT,3007
1223,DPC_CV,4077
1224,DPC_CW,3637
1225,DPC_CY,3168
1226,DPC_DA,1520
1227,DPC_DC,3007
1228,DPC_DD,3114
1229,DPC_DE,2674
1230,DPC_DF,3637
1231,DPC_DG,3637
1232,DPC_DH,2928
1233,DPC_DI,2272
1234,DPC_DK,2062
1235,DPC_DL,1076
1236,DPC_DM,4077
1237,DPC_DN,3637
1238,DPC_DP,2014
1239,DPC_DQ,3637
1240,DPC_DR,3637
1241,DPC_DS,2060
1242,DPC_DT,1845
1243,DPC_DV,2638
1244,DPC_DW,3281
1245,DPC_DY,3007
1246,DPC_EA,1352
1247,DPC_EC,4077
1248,DPC_ED,2193
1249,DPC_EE,1540
1250,DPC_EF,2721
1251,DPC_EG,2699
1252,DPC_EH,2366
1253,DPC_EI,3637
1254,DPC_EK,2681
1255,DPC_EL,1894
1256,DPC_EM,4077
1257,DPC_EN,2727
1258,DPC_EP,3637
1259,DPC_EQ,2119
1260,DPC_ER,3808
1261,DPC_ES,1574
1262,DPC_ET,3281
1263,DPC_EV,2735
1264,DPC_EW,3637
1265,DPC_EY,3281
1266,DPC_FA,3637
1267,DPC_FC,1827
1268,DPC_FD,1835
1269,DPC_FE,1805
1270,DPC_FF,2333
1271,DPC_FG,2128
1272,DPC_FH,4077
1273,DPC_FI,4077
1274,DPC_FK,2450
1275,DPC_FL,2641
1276,DPC_FM,3637
1277,DPC_FN,3281
1278,DPC_FP,2708
1279,DPC_FQ,1669
1280,DPC_FR,3114
1281,DPC_FS,2650
1282,DPC_FT,1712
1283,DPC_FV,2699
1284,DPC_FW,4077
1285,DPC_FY,3007
1286,DPC_GA,2346
1287,DPC_GC,3114
1288,DPC_GD,4077
1289,DPC_GE,1819
1290,DPC_GF,2899
1291,DPC_GG,3281
1292,DPC_GH,1117
1293,DPC_GI,2766
1294,DPC_GK,2506
1295,DPC_GL,1437
1296,DPC_GM,3281
1297,DPC_GN,1490
1298,DPC_GP,3114
1299,DPC_GQ,3281
1300,DPC_GR,2318
1301,DPC_GS,1162
1302,DPC_GT,2882
1303,DPC_GV,3114
1304,DPC_GW,2282
1305,DPC_GY,4077
1306,DPC_HA,3637
1307,DPC_HC,3637
1308,DPC_HD,4077
1309,DPC_HE,4077
1310,DPC_HF,4077
1311,DPC_HG,1978
1312,DPC_HH,3637
1313,DPC_HI,4077
1314,DPC_HK,2896
1315,DPC_HL,3114
1316,DPC_HM,4077
1317,DPC_HN,3637
1318,DPC_HP,2583
1319,DPC_HQ,3007
1320,DPC_HR,3114
1321,DPC_HS,2235
1322,DPC_HT,3637
1323,DPC_HV,1962
1324,DPC_HW,3637
1325,DPC_HY,3637
1326,DPC_IA,1248
1327,DPC_IC,4077
1328,DPC_ID,3637
1329,DPC_IE,2669
1330,DPC_IF,2790
1331,DPC_IG,2844
1332,DPC_IH,2591
1333,DPC_II,1712
1334,DPC_IK,1536
1335,DPC_IL,1619
1336,DPC_IM,3431
1337,DPC_IN,2619
1338,DPC_IP,1755
1339,DPC_IQ,1875
1340,DPC_IR,3637
1341,DPC_IS,1722
1342,DPC_IT,1632
1343,DPC_IV,1286
1344,DPC_IW,3486
1345,DPC_IY,3281
1346,DPC_KA,1237
1347,DPC_KC,2670
1348,DPC_KD,3431
1349,DPC_KE,3007
1350,DPC_KF,1159
1351,DPC_KG,2457
1352,DPC_KH,3637
1353,DPC_KI,1766
1354,DPC_KK,3281
1355,DPC_KL,1144
1356,DPC_KM,2609
1357,DPC_KN,2917
1358,DPC_KP,2030
1359,DPC_KQ,2249
1360,DPC_KR,1113
1361,DPC_KS,1815
1362,DPC_KT,3007
1363,DPC_KV,3007
1364,DPC_KW,4077
1365,DPC_KY,2726
1366,DPC_LA,1284
1367,DPC_LC,1706
1368,DPC_LD,1178
1369,DPC_LE,1906
1370,DPC_LF,3431
1371,DPC_LG,2394
1372,DPC_LH,3114
1373,DPC_LI,1300
1374,DPC_LK,1311
1375,DPC_LL,1180
1376,DPC_LM,1750
1377,DPC_LN,4077
1378,DPC_LP,1339
1379,DPC_LQ,1187
1380,DPC_LR,1699
1381,DPC_LS,1192
1382,DPC_LT,2012
1383,DPC_LV,2106
1384,DPC_LW,1665
1385,DPC_LY,2269
1386,DPC_MA,2831
1387,DPC_MC,4077
1388,DPC_MD,4077
1389,DPC_ME,2847
1390,DPC_MF,1442
1391,DPC_MG,3637
1392,DPC_MH,4077
1393,DPC_MI,3281
1394,DPC_MK,3637
1395,DPC_ML,3007
1396,DPC_MM,3281
1397,DPC_MN,2567
1398,DPC_MP,2545
1399,DPC_MQ,2687
1400,DPC_MR,3637
1401,DPC_MS,3637
1402,DPC_MT,4077
1403,DPC_MV,3808
1404,DPC_MW,4077
1405,DPC_MY,4077
1406,DPC_NA,3007
1407,DPC_NC,3007
1408,DPC_ND,2378
1409,DPC_NE,4077
1410,DPC_NF,4077
1411,DPC_NG,1837
1412,DPC_NH,3808
1413,DPC_NI,2124
1414,DPC_NK,2777
1415,DPC_NL,2802
1416,DPC_NM,3281
1417,DPC_NN,2232
1418,DPC_NP,4077
1419,DPC_NQ,4077
1420,DPC_NR,1912
1421,DPC_NS,3007
1422,DPC_NT,2842
1423,DPC_NV,2049
1424,DPC_NW,3808
1425,DPC_NY,3637
1426,DPC_PA,2264
1427,DPC_PC,1777
1428,DPC_PD,1581
1429,DPC_PE,2578
1430,DPC_PF,870
1431,DPC_PG,1657
1432,DPC_PH,2652
1433,DPC_PI,2725
1434,DPC_PK,2503
1435,DPC_PL,1463
1436,DPC_PM,3637
1437,DPC_PN,3281
1438,DPC_PP,3281
1439,DPC_PQ,2929
1440,DPC_PR,2397
1441,DPC_PS,2910
1442,DPC_PT,3431
1443,DPC_PV,3637
1444,DPC_PW,1197
1445,DPC_PY,4077
1446,DPC_QA,3281
1447,DPC_QC,3168
1448,DPC_QD,836
1449,DPC_QE,2754
1450,DPC_QF,4077
1451,DPC_QG,1841
1452,DPC_QH,3637
1453,DPC_QI,2890
1454,DPC_QK,3637
1455,DPC_QL,2287
1456,DPC_QM,2772
1457,DPC_QN,1509
1458,DPC_QP,3281
1459,DPC_QQ,3281
1460,DPC_QR,3281
1461,DPC_QS,2129
1462,DPC_QT,3281
1463,DPC_QV,1216
1464,DPC_QW,3637
1465,DPC_QY,3808
1466,DPC_RA,2041
1467,DPC_RC,3281
1468,DPC_RD,1948
1469,DPC_RE,1141
1470,DPC_RF,3637
1471,DPC_RG,1638
1472,DPC_RH,2651
1473,DPC_RI,1121
1474,DPC_RK,2019
1475,DPC_RL,1574
1476,DPC_RM,2530
1477,DPC_RN,3007
1478,DPC_RP,2403
1479,DPC_RQ,2620
1480,DPC_RR,2631
1481,DPC_RS,3007
1482,DPC_RT,2251
1483,DPC_RV,1181
1484,DPC_RW,3637
1485,DPC_RY,2933
1486,DPC_SA,1590
1487,DPC_SC,3281
1488,DPC_SD,3281
1489,DPC_SE,2106
1490,DPC_SF,1817
1491,DPC_SG,2523
1492,DPC_SH,3114
1493,DPC_SI,2118
1494,DPC_SK,2734
1495,DPC_SL,1119
1496,DPC_SM,2721
1497,DPC_SN,2616
1498,DPC_SP,66
1499,DPC_SQ,3281
1500,DPC_SR,2061
1501,DPC_SS,1326
1502,DPC_ST,1565
1503,DPC_SV,2391
1504,DPC_SW,2866
1505,DPC_SY,3637
1506,DPC_TA,2548
1507,DPC_TC,448
1508,DPC_TD,2857
1509,DPC_TE,3007
1510,DPC_TF,3007
1511,DPC_TG,1543
1512,DPC_TH,3637
1513,DPC_TI,3007
1514,DPC_TK,2920
1515,DPC_TL,3637
1516,DPC_TM,2196
1517,DPC_TN,1975
1518,DPC_TP,2048
1519,DPC_TQ,3114
1520,DPC_TR,3114
1521,DPC_TS,2340
1522,DPC_TT,3168
1523,DPC_TV,1146
1524,DPC_TW,4077
1525,DPC_TY,2594
1526,DPC_VA,2290
1527,DPC_VC,2491
1528,DPC_VD,1898
1529,DPC_VE,1901
1530,DPC_VF,1780
1531,DPC_VG,2678
1532,DPC_VH,3114
1533,DPC_VI,1467
1534,DPC_VK,3007
1535,DPC_VL,1412
1536,DPC_VM,3281
1537,DPC_VN,4077
1538,DPC_VP,2585
1539,DPC_VQ,2373
1540,DPC_VR,2096
1541,DPC_VS,3431
1542,DPC_VT,3431
1543,DPC_VV,1534
1544,DPC_VW,4077
1545,DPC_VY,3637
1546,DPC_WA,2291
1547,DPC_WC,4077
1548,DPC_WD,4077
1549,DPC_WE,2114
1550,DPC_WF,4077
1551,DPC_WG,3637
1552,DPC_WH,4077
1553,DPC_WI,4077
1554,DPC_WK,3637
1555,DPC_WL,4077
1556,DPC_WM,4077
1557,DPC_WN,3007
1558,DPC_WP,3637
1559,DPC_WQ,3637
1560,DPC_WR,4077
1561,DPC_WS,2313
1562,DPC_WT,1873
1563,DPC_WV,3431
1564,DPC_WW,4077
1565,DPC_WY,4077
1566,DPC_YA,3431
1567,DPC_YC,2153
1568,DPC_YD,2661
1569,DPC_YE,3168
1570,DPC_YF,4077
1571,DPC_YG,3808
1572,DPC_YH,3637
1573,DPC_YI,3281
1574,DPC_YK,3281
1575,DPC_YL,2885
1576,DPC_YM,2873
1577,DPC_YN,2110
1578,DPC_YP,3281
1579,DPC_YQ,4077
1580,DPC_YR,3281
1581,DPC_YS,2379
1582,DPC_YT,3431
1583,DPC_YV,3168
1584,DPC_YW,4077
1585,DPC_YY,3637
1586,GAAC_alphatic,24
1587,GAAC_aromatic,607
